x,y
-95.29466345413671,29.890288393019084
-95.53582189687164,29.91106608907504
-95.27388575808075,29.76414559128905
-95.56772675365272,29.837605840182047
-95.20042550918775,29.722590199177144
-95.20042550918775,29.617225093503066
-95.38890139908565,29.91106608907504
-95.27388575808075,29.64912995028415
-95.42080625586674,29.64912995028415
-95.46236164797864,29.837605840182047
-95.53582189687164,29.76414559128905
-95.3681237030297,29.81682814412609
-95.34734600697374,29.722590199177144
-95.51504420081568,29.669907646340103
-95.4415839519227,29.743367895233096
