x,y
-95.41442528451051,29.745593327378124
-95.47096805147989,29.669907646340103
-95.20651115546511,29.581755347668512
-95.19404453783154,29.63829811463788
-95.42689190214409,29.669907646340103
-95.45850143384631,29.63829811463788
-95.45850143384631,29.701517178042327
-95.48343466911346,29.657441028706533
-95.48343466911346,29.682374263973678
-95.32627298583893,29.85867886131686
-95.52751081844926,29.682374263973678
-95.48343466911346,29.701517178042327
-95.48343466911346,29.726450413309472
-95.47096805147989,29.7139837956759
-95.50257758318212,29.726450413309472
-95.48343466911346,29.745593327378124
-95.47096805147989,29.758059945011695
-95.50257758318212,29.77052656264527
-95.45850143384631,29.77052656264527
-95.37034913517472,29.902755010652655
-95.17490162376289,29.701517178042327
-95.35120622110607,29.814602711981063
-95.32627298583893,29.77052656264527
-95.3387396034725,29.758059945011695
-95.30713007177027,29.745593327378124
-95.28219683650313,29.726450413309472
-95.23812068716734,29.682374263973678
-95.41442528451051,29.726450413309472
-95.3387396034725,29.669907646340103
-95.43935851977767,29.613364879370735
