x,y
-95.23812068716734,29.613364879370735
-95.17490162376289,29.701517178042327
-95.52751081844926,29.814602711981063
-95.39528237044186,29.789669476713918
-95.55912035015147,29.758059945011695
-95.41442528451051,29.701517178042327
-95.48343466911346,29.745593327378124
-95.35120622110607,29.814602711981063
-95.52751081844926,29.682374263973678
-95.47096805147989,29.802136094347492
-95.43935851977767,29.657441028706533
-95.3387396034725,29.758059945011695
-95.48343466911346,29.701517178042327
-95.29466345413671,29.669907646340103
-95.50257758318212,29.87782177538551
-95.28219683650313,29.701517178042327
-95.41442528451051,29.921897924721307
-95.35120622110607,29.87782177538551
-95.50257758318212,29.63829811463788
-95.43935851977767,29.85867886131686
-95.17490162376289,29.63829811463788
-95.35120622110607,29.726450413309472
-95.42689190214409,29.758059945011695
-95.28219683650313,29.745593327378124
-95.21897777309869,29.682374263973678
-95.41442528451051,29.613364879370735
-95.3387396034725,29.669907646340103
-95.45850143384631,29.902755010652655
-95.39528237044186,29.85867886131686
-95.3828157528083,29.934364542354878
